line_index,raw_line,subframe_index,start_byte,end_byte,uid,pdu_hex,crc_calc,valid
533,01 03 20 00 12 E6 66 00 00 00 00 00 12 EB 41 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 D5 77 9F BD 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
537,03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8A D1 2D 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,45,52,1,03 61 B4 00 01,D0DB,OK
537,03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8A D1 2D 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,53,59,1,03 02 00 7C,A5B9,OK
539,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
541,01 03 24 00 00 54 EE 00 00 54 D3 00 00 53 81 00 02 E5 4B 00 02 E8 67 00 02 E9 57 00 05 04 66 00 05 0C 13 00 05 07 E1 C5 F5 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 54 EE 00 00 54 D3 00 00 53 81 00 02 E5 4B 00 02 E8 67 00 02 E9 57 00 05 04 66 00 05 0C 13 00 05 07 E1,F5C5,OK
541,01 03 24 00 00 54 EE 00 00 54 D3 00 00 53 81 00 02 E5 4B 00 02 E8 67 00 02 E9 57 00 05 04 66 00 05 0C 13 00 05 07 E1 C5 F5 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
543,01 03 20 00 12 CF DC 00 00 00 00 00 12 D3 35 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 92 46 0D 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 CF DC 00 00 00 00 00 12 D3 35 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 92,0D46,OK
543,01 03 20 00 12 CF DC 00 00 00 00 00 12 D3 35 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 92 46 0D 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
549,01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,0,7,1,03 61 B4 00 01,D0DB,OK
549,01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,8,14,1,03 02 00 7C,A5B9,OK
551,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
553,01 03 24 00 00 54 35 00 00 54 8F 00 00 53 C4 00 02 E6 02 00 02 E7 FE 00 02 E8 E7 00 05 04 EC 00 05 0A AD 00 05 08 86 66 60 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 54 35 00 00 54 8F 00 00 53 C4 00 02 E6 02 00 02 E7 FE 00 02 E8 E7 00 05 04 EC 00 05 0A AD 00 05 08 86,6066,OK
553,01 03 24 00 00 54 35 00 00 54 8F 00 00 53 C4 00 02 E6 02 00 02 E7 FE 00 02 E8 E7 00 05 04 EC 00 05 0A AD 00 05 08 86 66 60 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
555,01 03 20 00 12 C3 D5 00 00 00 00 00 12 C4 A9 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 59 44 27 82 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 C3 D5 00 00 00 00 00 12 C4 A9 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 59 44,8227,OK
555,01 03 20 00 12 C3 D5 00 00 00 00 00 12 C4 A9 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 59 44 27 82 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
559,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8A A4 DC 01 03 61 B4 00 01 DB D0,0,45,52,1,03 61 B4 00 01,D0DB,OK
561,01 03 02 00 7C B9 A5,0,0,6,1,03 02 00 7C,A5B9,OK
563,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
565,01 03 24 00 00 54 8A 00 00 54 B2 00 00 53 D8 00 02 E8 C1 00 02 E9 A9 00 02 E9 87 00 05 09 A6 00 05 0B CA 00 05 0B 69 63 AC 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 54 8A 00 00 54 B2 00 00 53 D8 00 02 E8 C1 00 02 E9 A9 00 02 E9 87 00 05 09 A6 00 05 0B CA 00 05 0B 69,AC63,OK
565,01 03 24 00 00 54 8A 00 00 54 B2 00 00 53 D8 00 02 E8 C1 00 02 E9 A9 00 02 E9 87 00 05 09 A6 00 05 0B CA 00 05 0B 69 63 AC 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
567,01 03 20 00 12 D5 D3 00 00 00 00 00 12 D7 46 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C9 5F F9 A4 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 D5 D3 00 00 00 00 00 12 D7 46 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C9 5F,A4F9,OK
567,01 03 20 00 12 D5 D3 00 00 00 00 00 12 D7 46 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C9 5F F9 A4 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
573,01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,0,7,1,03 61 B4 00 01,D0DB,OK
573,01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,8,14,1,03 02 00 7C,A5B9,OK
575,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
577,01 03 24 00 00 55 51 00 00 55 55 00 00 53 FA 00 02 E8 7E 00 02 EA 94 00 02 E9 84 00 05 0A 80 00 05 0D 00 00 05 0A 76 8D D3 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 55 51 00 00 55 55 00 00 53 FA 00 02 E8 7E 00 02 EA 94 00 02 E9 84 00 05 0A 80 00 05 0D 00 00 05 0A 76,D38D,OK
577,01 03 24 00 00 55 51 00 00 55 55 00 00 53 FA 00 02 E8 7E 00 02 EA 94 00 02 E9 84 00 05 0A 80 00 05 0D 00 00 05 0A 76 8D D3 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
579,01 03 20 00 12 EF 9F 00 00 00 00 00 12 F4 B9 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 DE 6D 15 57 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 EF 9F 00 00 00 00 00 12 F4 B9 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 DE 6D,5715,OK
579,01 03 20 00 12 EF 9F 00 00 00 00 00 12 F4 B9 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 DE 6D 15 57 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
583,03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8A D2 F7 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,45,52,1,03 61 B4 00 01,D0DB,OK
583,03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8A D2 F7 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,53,59,1,03 02 00 7C,A5B9,OK
585,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
587,01 03 24 00 00 54 81 00 00 54 77 00 00 53 AA 00 02 E5 00 00 02 E8 73 00 02 E9 BD 00 05 03 D5 00 05 0C BE 00 05 08 0B BB CF,0,0,40,1,03 24 00 00 54 81 00 00 54 77 00 00 53 AA 00 02 E5 00 00 02 E8 73 00 02 E9 BD 00 05 03 D5 00 05 0C BE 00 05 08 0B,CFBB,OK
589,01 03 00 66 00 10 A4 19,0,0,7,1,03 00 66 00 10,19A4,OK
591,01 03 20 00 12 C7 94 00 00 00 00 00 12 C9 44 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7F 77 8C 6C 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 C7 94 00 00 00 00 00 12 C9 44 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7F 77,6C8C,OK
591,01 03 20 00 12 C7 94 00 00 00 00 00 12 C9 44 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7F 77 8C 6C 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
595,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 89 5D 50 01 03 61 B4 00 01 DB D0,0,45,52,1,03 61 B4 00 01,D0DB,OK
597,01 03 02 00 7C B9 A5,0,0,6,1,03 02 00 7C,A5B9,OK
599,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
601,01 03 24 00 00 54 37 00 00 54 4E 00 00 53 CD 00 02 E5 EF 00 02 E9 02 00 02 E9 7D 00 05 09 DB 00 05 0C 26 00 05 0B 0F 64 41 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 54 37 00 00 54 4E 00 00 53 CD 00 02 E5 EF 00 02 E9 02 00 02 E9 7D 00 05 09 DB 00 05 0C 26 00 05 0B 0F,4164,OK
601,01 03 24 00 00 54 37 00 00 54 4E 00 00 53 CD 00 02 E5 EF 00 02 E9 02 00 02 E9 7D 00 05 09 DB 00 05 0C 26 00 05 0B 0F 64 41 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
603,01 03 20 00 12 D8 5D 00 00 00 00 00 12 D9 99 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6D 15 D9 C7 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 D8 5D 00 00 00 00 00 12 D9 99 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6D 15,C7D9,OK
603,01 03 20 00 12 D8 5D 00 00 00 00 00 12 D9 99 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6D 15 D9 C7 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
607,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 89 30 EF 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,45,52,1,03 61 B4 00 01,D0DB,OK
607,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 89 30 EF 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,53,59,1,03 02 00 7C,A5B9,OK
609,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
611,01 03 24 00 00 54 FF 00 00 55 0B 00 00 54 5C 00 02 E9 95 00 02 EA 4B 00 02 E9 2B 00 05 0B 8E 00 05 0B A4 00 05 0B 8F 5C 7C,0,0,40,1,03 24 00 00 54 FF 00 00 55 0B 00 00 54 5C 00 02 E9 95 00 02 EA 4B 00 02 E9 2B 00 05 0B 8E 00 05 0B A4 00 05 0B 8F,7C5C,OK
613,01 03 00 66 00 10 A4 19,0,0,7,1,03 00 66 00 10,19A4,OK
615,01 03 20 00 12 ED 49 00 00 00 00 00 12 F0 E4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BA F1 78 6D 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 ED 49 00 00 00 00 00 12 F0 E4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BA F1,6D78,OK
615,01 03 20 00 12 ED 49 00 00 00 00 00 12 F0 E4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BA F1 78 6D 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
621,01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,0,7,1,03 61 B4 00 01,D0DB,OK
621,01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,8,14,1,03 02 00 7C,A5B9,OK
623,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
625,01 03 24 00 00 55 35 00 00 54 FF 00 00 53 FF 00 02 E7 68 00 02 E9 D2 00 02 EA AC 00 05 07 B0 00 05 0E 0C 00 05 0B 09 23 49 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 55 35 00 00 54 FF 00 00 53 FF 00 02 E7 68 00 02 E9 D2 00 02 EA AC 00 05 07 B0 00 05 0E 0C 00 05 0B 09,4923,OK
625,01 03 24 00 00 55 35 00 00 54 FF 00 00 53 FF 00 02 E7 68 00 02 E9 D2 00 02 EA AC 00 05 07 B0 00 05 0E 0C 00 05 0B 09 23 49 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
627,01 03 20 00 12 EA 90 00 00 00 00 00 12 EE B8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C8 B0 B6 96,0,0,36,1,03 20 00 12 EA 90 00 00 00 00 00 12 EE B8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C8 B0,96B6,OK
629,01 03 00 A6 00 24 A5 F2,0,0,7,1,03 00 A6 00 24,F2A5,OK
635,01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,0,7,1,03 61 B4 00 01,D0DB,OK
635,01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,8,14,1,03 02 00 7C,A5B9,OK
637,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
639,01 03 24 00 00 54 6E 00 00 54 5E 00 00 53 DE 00 02 E5 37 00 02 E8 A0 00 02 E8 FD 00 05 04 B3 00 05 0B F3 00 05 07 58 28 55 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 54 6E 00 00 54 5E 00 00 53 DE 00 02 E5 37 00 02 E8 A0 00 02 E8 FD 00 05 04 B3 00 05 0B F3 00 05 07 58,5528,OK
639,01 03 24 00 00 54 6E 00 00 54 5E 00 00 53 DE 00 02 E5 37 00 02 E8 A0 00 02 E8 FD 00 05 04 B3 00 05 0B F3 00 05 07 58 28 55 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
641,01 03 20 00 12 C7 71 00 00 00 00 00 12 C8 51 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 5B D1 40 B0 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 C7 71 00 00 00 00 00 12 C8 51 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 5B D1,B040,OK
641,01 03 20 00 12 C7 71 00 00 00 00 00 12 C8 51 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 5B D1 40 B0 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
645,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8A 7B 90 01 03 61 B4 00 01 DB D0,0,45,52,1,03 61 B4 00 01,D0DB,OK
647,01 03 02 00 7C B9 A5,0,0,6,1,03 02 00 7C,A5B9,OK
649,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
651,01 03 24 00 00 54 A3 00 00 54 B0 00 00 53 F8 00 02 E7 CE 00 02 E9 C2 00 02 E9 2A 00 05 08 E1 00 05 0C 01 00 05 09 DD AA 32 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 54 A3 00 00 54 B0 00 00 53 F8 00 02 E7 CE 00 02 E9 C2 00 02 E9 2A 00 05 08 E1 00 05 0C 01 00 05 09 DD,32AA,OK
651,01 03 24 00 00 54 A3 00 00 54 B0 00 00 53 F8 00 02 E7 CE 00 02 E9 C2 00 02 E9 2A 00 05 08 E1 00 05 0C 01 00 05 09 DD AA 32 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
653,01 03 20 00 12 D8 C6 00 00 00 00 00 12 D9 DA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 66 0D E3 FA 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 D8 C6 00 00 00 00 00 12 D9 DA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 66 0D,FAE3,OK
653,01 03 20 00 12 D8 C6 00 00 00 00 00 12 D9 DA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 66 0D E3 FA 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
657,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8A D9 75 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,4,59,0,03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8A D9 75 01 03 61 B4 00 01 DB D0 01 03 02 00 7C,A5B9,OK
659,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
661,01 03 24 00 00 55 52 00 00 55 7C 00 00 54 73 00 02 E9 01 00 02 E9 B4 00 02 E9 61 00 05 0A 21 00 05 0B 8C 00 05 0B 6C ED 59 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 55 52 00 00 55 7C 00 00 54 73 00 02 E9 01 00 02 E9 B4 00 02 E9 61 00 05 0A 21 00 05 0B 8C 00 05 0B 6C,59ED,OK
661,01 03 24 00 00 55 52 00 00 55 7C 00 00 54 73 00 02 E9 01 00 02 E9 B4 00 02 E9 61 00 05 0A 21 00 05 0B 8C 00 05 0B 6C ED 59 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
663,01 03 20 00 12 F8 C6 00 00 00 00 00 12 FE 3E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E6 88 DC 8F 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 F8 C6 00 00 00 00 00 12 FE 3E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E6 88,8FDC,OK
663,01 03 20 00 12 F8 C6 00 00 00 00 00 12 FE 3E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E6 88 DC 8F 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
667,03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8A 99 E2 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,27,59,0,11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8A 99 E2 01 03 61 B4 00 01 DB D0 01 03 02 00 7C,A5B9,OK
669,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
671,01 03 24 00 00 55 01 00 00 54 C2 00 00 53 E6 00 02 E4 EE 00 02 E8 CB 00 02 E9 C0 00 05 04 2A 00 05 0D 34 00 05 07 BE ED 1F 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 55 01 00 00 54 C2 00 00 53 E6 00 02 E4 EE 00 02 E8 CB 00 02 E9 C0 00 05 04 2A 00 05 0D 34 00 05 07 BE,1FED,OK
671,01 03 24 00 00 55 01 00 00 54 C2 00 00 53 E6 00 02 E4 EE 00 02 E8 CB 00 02 E9 C0 00 05 04 2A 00 05 0D 34 00 05 07 BE ED 1F 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
673,01 03 20 00 12 DA 34 00 00 00 00 00 12 DC E8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 A1 9A F1 5D,0,0,36,1,03 20 00 12 DA 34 00 00 00 00 00 12 DC E8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 A1 9A,5DF1,OK
675,01 03 00 A6 00 24 A5 F2,0,0,7,1,03 00 A6 00 24,F2A5,OK
679,03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8A 07 28 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,45,52,1,03 61 B4 00 01,D0DB,OK
679,03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8A 07 28 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,53,59,1,03 02 00 7C,A5B9,OK
681,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
683,01 03 24 00 00 54 85 00 00 54 76 00 00 53 E7 00 02 E4 F4 00 02 E8 8E 00 02 E9 19 00 05 04 41 00 05 0C 28 00 05 07 33 7B 5D,0,0,40,1,03 24 00 00 54 85 00 00 54 76 00 00 53 E7 00 02 E4 F4 00 02 E8 8E 00 02 E9 19 00 05 04 41 00 05 0C 28 00 05 07 33,5D7B,OK
685,01 03 00 66 00 10 A4 19,0,0,7,1,03 00 66 00 10,19A4,OK
687,01 03 20 00 12 CB 82 00 00 00 00 00 12 CC 85 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 62 A2 99 59 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 CB 82 00 00 00 00 00 12 CC 85 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 62 A2,5999,OK
687,01 03 20 00 12 CB 82 00 00 00 00 00 12 CC 85 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 62 A2 99 59 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
691,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8A 3E 44 01 03 61 B4 00 01 DB D0,0,45,52,1,03 61 B4 00 01,D0DB,OK
693,01 03 02 00 7C B9 A5,0,0,6,1,03 02 00 7C,A5B9,OK
695,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
697,01 03 24 00 00 55 0C 00 00 54 EA 00 00 54 3D 00 02 E8 D8 00 02 EA 31 00 02 E9 1D 00 05 0A A0 00 05 0B E2 00 05 0A B2 05 B8 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 55 0C 00 00 54 EA 00 00 54 3D 00 02 E8 D8 00 02 EA 31 00 02 E9 1D 00 05 0A A0 00 05 0B E2 00 05 0A B2,B805,OK
697,01 03 24 00 00 55 0C 00 00 54 EA 00 00 54 3D 00 02 E8 D8 00 02 EA 31 00 02 E9 1D 00 05 0A A0 00 05 0B E2 00 05 0A B2 05 B8 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
699,01 03 20 00 12 EA 23 00 00 00 00 00 12 EC 4C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 90 A6 4E FC 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 EA 23 00 00 00 00 00 12 EC 4C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 90 A6,FC4E,OK
699,01 03 20 00 12 EA 23 00 00 00 00 00 12 EC 4C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 90 A6 4E FC 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
703,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8A 55 4B 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,45,52,1,03 61 B4 00 01,D0DB,OK
703,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8A 55 4B 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,53,59,1,03 02 00 7C,A5B9,OK
705,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
707,01 03 24 00 00 55 93 00 00 55 62 00 00 54 57 00 02 E7 E3 00 02 EA 41 00 02 EA 00 00 05 09 1F 00 05 0D 84 00 05 0A 8B 2B FA,0,0,40,1,03 24 00 00 55 93 00 00 55 62 00 00 54 57 00 02 E7 E3 00 02 EA 41 00 02 EA 00 00 05 09 1F 00 05 0D 84 00 05 0A 8B,FA2B,OK
709,01 03 00 66 00 10 A4 19,0,0,7,1,03 00 66 00 10,19A4,OK
711,01 03 20 00 12 FD A8 00 00 00 00 00 13 02 6B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 D7 43 F9 18 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 FD A8 00 00 00 00 00 13 02 6B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 D7 43,18F9,OK
711,01 03 20 00 12 FD A8 00 00 00 00 00 13 02 6B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 D7 43 F9 18 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
715,03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8A 72 B1 01 03 61 B4 00 01 DB D0,0,45,52,1,03 61 B4 00 01,D0DB,OK
717,01 03 02 00 7C B9 A5,0,0,6,1,03 02 00 7C,A5B9,OK
719,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
721,01 03 24 00 00 55 17 00 00 54 F6 00 00 54 11 00 02 E5 46 00 02 E9 17 00 02 E9 D8 00 05 04 DB 00 05 0D 77 00 05 08 0C C6 04 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 55 17 00 00 54 F6 00 00 54 11 00 02 E5 46 00 02 E9 17 00 02 E9 D8 00 05 04 DB 00 05 0D 77 00 05 08 0C,04C6,OK
